year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status
2001,7,1,58.7 B,Gates,William,Bill Gates,1955-10-28,45.0,Male,United States,United States,Medina,,['Technology'],,,False,
2001,7,2,32.3 B,,,Warren Buffett,,70.0,,United States,United States,Omaha,,['Finance'],,,,
2001,7,3,30.4 B,Allen,Paul,Paul Allen,1953-01-21,48.0,Male,United States,United States,Mercer Island,,['Technology'],,,False,
2001,7,4,26.0 B,,,Lawrence Ellison,,56.0,,United States,United States,Atherton,,['Software'],,,,
2001,6,5,5.6 B,Henkel,,Christoph Henkel,1958-02-11,,,Germany,United Kingdom,London,Fashion & Retail,['Fashion & Retail'],,,False,
2001,7,6,20.0 B,,,Prince Alwaleed Bin Talal Alsaud,,44.0,,Saudi Arabia,Saudi Arabia,Riyadh,,['Investments'],,,,
2001,7,7,18.8 B,,,Jim Walton,,53.0,,United States,United States,Bentonville,,['Retail'],,,,
2001,7,8,4.7 B,,,David Sainsbury,,60.0,,United Kingdom,United Kingdom,London,,['Retail'],,,,
2001,7,9,18.6 B,,,S. Robson Walton,,57.0,,United States,United States,Bentonville,,['Retail'],,,,
2001,7,10,18.5 B,,,Alice Walton,,52.0,,United States,United States,Fort Worth,,['Retail'],,,,
2001,7,12,17.8 B,,,Johanna Quandt,,74.0,,Germany,Germany,Bad Homburg,,,,,,
2001,7,13,16.6 B,Ballmer,Steven,Steve Ballmer,1956-03-24,45.0,Male,United States,United States,Hunts Point,,['Technology'],,,False,
2001,7,13,3.4 B,,,Michael Kadoorie & family,,60.0,,Hong Kong,China,Hong Kong,,,,,,
2001,7,15,15.6 B,,,Liliane Bettencourt,,75.0,,France,France,Paris,,['Pharmaceuticals'],,,,
2001,7,16,15.3 B,,,Philip Anschutz,,61.0,,United States,United States,Denver,,,,,,
2001,7,17,13.0 B,,,Ingvar Kamprad & family,,75.0,,Sweden,Sweden,"Lausanne, Switz",,['Retail'],,,,
2001,7,18,12.6 B,,,Ka-shing Li,,73.0,,Hong Kong,Hong Kong,Chaozhou,,,,,,
2001,7,18,12.6 B,,,Sumner Redstone,,78.0,,United States,United States,Newton Centre,,['Media'],,,,
2001,7,21,11.7 B,Chambers,Anne Cox,Anne Cox Chambers,1919-12-01,81.0,Female,United States,United States,Atlanta,,['Media'],,,False,
2001,7,23,11.5 B,,,Kwok family,,0.0,,Hong Kong,Hong Kong,,,['Real Estate'],,,,
